PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
160,2,female,13.341631154614284,0,0,12.81,S,0
161,1,female,8.944555964477303,2,0,60.2,S,0
162,2,male,31.278856995104753,0,3,58.34,S,1
163,3,male,14.81115351605592,0,0,90.9,S,0
164,3,female,1.4122155276069357,0,2,102.89,S,0
165,3,male,9.183121605820233,0,0,16.53,S,1
166,3,male,,2,0,24.05,S,1
167,3,female,47.768447711438895,2,1,69.41,S,0
168,3,female,35.09898115521567,0,0,52.43,S,0
169,3,female,13.51790433562336,0,0,86.67,S,1
170,1,female,16.149872838059583,0,0,50.18,S,0
171,2,female,22.849428835085504,0,2,50.85,S,1
172,3,female,,0,2,75.11,S,0
173,3,male,,0,0,15.57,S,1
174,3,male,35.86626893479479,0,0,14.14,S,0
175,3,female,32.43684685178244,1,0,39.48,S,0
176,3,female,24.335209021538503,0,2,35.37,C,1
177,1,male,20.297932305139977,3,2,92.33,S,1
178,3,male,38.3993737710241,0,0,68.04,S,1
179,3,female,8.74440985951987,2,0,14.61,C,0
180,3,female,31.545748387123325,0,0,19.03,Q,0
181,3,female,,0,0,26.87,S,0
182,3,male,25.499451210276188,4,0,2.13,S,0
183,2,male,,0,0,72.51,S,1
184,3,male,21.40494553178202,1,0,84.82,S,1
185,2,male,45.63945787605738,0,0,37.99,C,0
186,3,female,12.92939513614175,0,2,56.84,S,0
187,2,male,21.67163146458676,0,0,41.56,S,1
188,3,female,57.92661920133243,1,0,105.36,S,0
189,1,male,,0,0,50.0,S,0
190,3,male,23.67939398319175,1,0,38.35,Q,0
191,3,female,22.07511735785075,1,3,102.5,S,0
192,3,female,45.66128478654463,1,1,55.67,S,0
193,3,male,16.58626076394967,0,1,19.76,C,0
194,1,male,26.874292163529006,0,1,65.83,S,0
195,3,male,36.17167504897459,1,0,65.6,Q,1
196,3,male,15.330729178632657,1,1,90.9,S,1
197,1,male,35.91466652661586,0,0,129.59,S,1
198,2,female,,1,0,26.99,S,0
199,3,female,27.1007551543552,0,0,73.91,Q,0
200,1,male,,1,0,31.08,C,0
201,3,male,43.6786944376005,0,1,60.03,C,1
202,3,male,56.377968320264145,0,3,25.55,Q,0
203,3,male,14.517252300367456,3,2,33.32,C,0
204,1,female,44.07914749018431,3,3,49.46,S,0
205,1,male,61.219979567290935,4,0,103.46,S,0
206,3,male,,0,0,63.73,C,1
207,3,male,30.39784496129714,2,1,31.38,S,1
208,3,male,37.85450284274159,0,0,70.51,S,0
209,2,female,50.33556301890104,0,0,53.14,Q,0
210,3,female,,3,0,25.2,S,0
211,1,male,29.72815438573351,0,0,9.07,S,0
212,1,male,,0,1,0.0,C,0
213,1,male,,0,0,48.65,C,1
214,3,male,4.592006391047612,0,0,46.45,C,1
215,3,female,9.536847408910809,1,0,83.6,Q,1
216,3,female,,0,1,79.37,S,0
217,3,male,43.73246255737061,3,0,48.68,S,0
218,3,female,24.940088610646786,0,1,65.37,C,1
219,1,male,21.882753002185673,2,0,16.64,Q,1
220,3,female,49.34970486393923,1,2,85.57,C,0
221,1,male,,1,0,23.04,C,1
222,3,male,18.434120494161935,1,0,49.39,S,1
223,2,male,42.78459593262524,0,0,84.53,S,0
224,3,male,15.304139465696515,3,1,65.5,S,1
225,2,male,13.259139193682284,2,0,85.22,S,0
226,3,male,,0,0,42.3,S,0
227,3,male,28.552773347483207,1,0,30.75,S,1
228,3,female,15.084839484940499,0,3,37.61,C,0
229,3,male,45.98513925742198,1,0,49.91,S,1
230,3,male,17.084636944760447,0,0,44.06,C,0
231,3,female,41.56894089279774,1,0,35.2,C,0
232,3,male,23.0045576272479,0,1,58.54,S,1
233,3,male,45.86550601468822,0,0,0.0,S,1
234,3,male,45.167591482666026,0,0,31.3,S,0
235,3,female,7.056928840927068,1,0,80.17,S,0
236,3,female,18.035752993556244,0,0,26.96,C,0
237,2,female,55.49462341882021,2,2,55.91,C,0
238,1,male,4.626921246788918,0,0,40.88,S,1
239,3,male,19.060074127098712,2,1,0.0,C,1
240,3,male,38.569461431043365,0,1,51.09,S,0
241,1,male,39.30637254389241,2,0,55.46,C,1
242,3,female,26.663135215544436,0,3,46.98,S,0
243,3,male,37.38095674797424,2,0,58.3,S,1
244,3,male,52.41057465653727,4,0,46.52,S,0
245,2,female,43.51229034875755,0,0,41.56,S,0
246,2,female,10.781974303098451,0,0,68.8,S,0
247,1,male,25.267107137469274,0,0,8.7,C,1
248,2,male,36.0696086282793,1,0,64.3,C,1
249,1,male,23.77447891681559,0,0,76.42,S,0
250,3,male,,0,0,75.7,C,1
251,2,male,39.44006021922533,1,0,60.62,C,1
252,2,female,20.378281031003766,0,0,86.3,S,0
253,3,male,15.41051781424865,0,3,115.72,S,1
254,3,male,20.731111915033466,2,0,39.74,C,1
255,3,male,22.63869504469075,0,1,15.52,S,1
256,3,female,34.06370624660041,1,0,20.48,S,0
257,3,male,45.965290183729024,0,2,48.0,S,1
258,3,male,43.759716015662235,0,1,27.28,S,1
259,3,male,50.94957975427906,1,3,45.36,S,1
260,2,male,11.674723967911525,0,0,45.34,S,1
261,3,male,36.50115093552975,4,0,52.17,S,1
262,2,male,34.30457385808598,0,1,83.2,Q,1
263,3,male,41.80656363204417,0,3,14.8,C,1
264,1,male,39.82426440136038,0,0,44.38,S,1
265,3,male,18.373884075007574,0,1,33.7,S,1
266,1,female,34.79787835046871,0,2,74.58,S,0
267,3,male,18.94011739634213,1,1,35.58,S,1
268,3,male,34.671371326894224,0,1,61.2,S,1
269,1,male,37.81281074919784,1,3,89.2,S,0
270,1,male,25.570950657243085,0,0,53.02,S,0
271,3,male,24.21131656199028,0,0,21.48,C,1
272,2,male,21.739287690245924,1,1,45.74,S,1
273,1,female,35.94783216216187,0,1,24.3,S,0
274,1,female,30.09950330724782,0,0,24.78,S,0
275,3,female,32.092720569394366,0,1,104.55,S,1
276,1,male,31.30890416398727,0,0,60.11,Q,0
277,2,male,55.57172767832742,0,3,0.0,S,0
278,3,female,49.61401534908785,1,1,93.04,S,0
279,3,male,28.301111765137907,1,2,80.81,C,1
280,2,female,6.667999219360247,0,1,103.87,S,0
281,3,female,26.815702300530614,0,0,58.44,C,0
282,3,male,14.033683478611957,0,1,31.77,C,1
283,3,male,49.64078204427875,0,3,91.69,C,0
284,1,male,47.604861349826976,1,0,108.61,S,0
285,1,male,22.58143499113553,1,1,93.72,C,1
286,1,male,29.18552741888147,2,3,46.29,S,1
287,1,male,29.215255633261336,2,0,36.16,S,0
288,1,female,,1,0,78.84,S,0
289,1,male,,0,1,0.0,S,1
290,3,male,,1,0,68.6,S,0
291,3,female,23.543209528230378,0,1,28.67,Q,1
292,3,female,23.155790638600735,1,0,50.47,S,0
293,3,male,41.63956053961398,1,1,20.16,S,0
294,1,male,,1,0,58.53,S,0
295,2,female,45.08617499654923,0,0,68.42,S,0
296,3,male,14.64146440543592,1,0,76.97,S,1
297,3,male,42.80811712835669,1,0,66.52,S,0
298,1,female,27.487172125248254,0,1,32.88,S,0
299,1,female,26.565189931680663,0,1,112.14,Q,1
300,3,male,43.65565619829668,0,0,65.39,S,1
301,1,male,28.28401192967252,0,2,28.71,C,1
302,2,male,55.09071953073632,3,1,25.18,S,0
303,2,female,29.24919091438769,0,2,61.97,C,0
304,3,female,44.21496726691051,2,0,64.08,S,1
305,1,male,23.504701365744964,1,0,89.51,S,1
306,3,female,30.04848364140457,0,0,53.39,S,0
307,3,male,15.026020237687352,0,0,1.28,C,1
308,1,female,28.523719959826458,2,0,37.13,S,0
309,3,male,36.183773997839566,0,0,59.08,S,0
310,1,male,20.010584395395124,1,0,99.46,Q,1
311,1,female,,0,0,41.15,S,0
312,1,male,,1,1,65.1,S,1
313,3,male,38.88575801601067,0,1,62.29,Q,0
314,1,male,7.793493731458607,0,1,64.74,C,1
315,3,female,47.7689024148271,1,0,90.91,S,0
316,3,male,57.76316043912543,0,2,75.51,S,1
317,1,male,39.01129998351092,0,0,84.1,S,1
318,1,male,,1,0,111.11,Q,1
319,3,male,,2,0,66.02,S,0
320,3,female,32.630541127595286,0,2,22.27,S,0
321,1,male,35.75858881484807,0,3,112.59,S,0
322,3,female,46.555824896131725,2,2,75.82,C,0
323,1,female,33.84517738266072,2,0,23.15,S,0
324,3,female,51.4009029434615,1,0,58.21,C,0
325,3,male,,0,0,82.47,S,1
326,3,male,45.17624283377752,2,0,84.85,C,0
327,3,female,45.83667134554982,0,2,1.05,S,1
328,2,male,48.732295899363535,4,0,111.11,C,0
329,3,female,32.2921607412304,0,0,29.25,S,1
330,3,female,43.23806394151891,4,0,40.53,S,0
331,3,male,,1,0,21.79,S,1
332,3,male,24.903546632309183,0,0,8.58,C,1
333,2,male,43.82568312565312,4,2,50.24,S,0
334,3,male,2.263634486947467,1,0,57.7,C,1
335,2,male,,0,1,46.48,S,0
336,1,male,,3,0,27.44,S,1
337,1,male,37.96839068021045,1,0,93.11,Q,1
338,1,male,34.32589398830634,0,0,35.36,S,0
339,1,male,,2,0,71.9,S,0
340,3,male,21.390139943386227,0,0,44.75,Q,1
341,1,male,51.654773113676605,0,0,68.93,S,0
342,3,male,43.96570667977853,0,2,3.36,S,0
343,3,male,48.15319318715284,3,1,22.76,S,0
344,1,female,48.80745052241426,2,0,126.56,S,0
345,2,female,11.500018271908669,3,2,9.23,C,0
346,2,male,27.460042763465285,1,0,82.76,S,1
347,2,male,9.914499962502084,3,0,23.46,C,1
348,3,male,18.341569636996216,1,0,65.66,Q,1
349,3,female,58.52116263532548,0,1,65.19,S,0
350,1,female,26.284101735857266,1,0,73.0,S,0
351,3,male,35.08719294744524,1,0,28.88,C,0
352,3,female,47.440331423626105,0,0,8.77,S,0
353,3,female,39.01086840619642,2,0,53.55,S,0
354,3,male,37.39969492144832,0,0,18.14,S,1
355,1,female,,2,1,35.55,S,0
356,2,male,0.5,1,1,15.94,Q,1
357,1,female,30.206250436710416,1,0,46.01,C,0
358,3,male,49.65726839433549,0,0,41.15,Q,1
359,3,female,24.806919307954285,1,1,58.39,S,0
360,3,male,33.95648621790983,1,2,56.85,Q,0
361,3,male,44.022959143483575,2,1,91.32,S,0
362,3,female,2.888606236232757,0,0,0.0,C,0
363,3,male,28.542324728961773,1,2,28.95,S,1
364,3,female,,0,0,36.72,S,0
365,1,female,26.896844888911534,1,0,61.14,S,0
366,2,male,39.37725957689477,1,2,22.78,C,0
367,3,female,,2,0,67.09,C,0
368,3,female,18.220665673691975,1,0,56.89,S,1
369,3,male,,1,0,100.22,S,1
370,3,male,0.5,0,0,94.37,S,1
371,2,female,37.67451827430821,0,1,91.98,Q,0
372,2,male,42.99453712660168,0,1,98.48,S,1
373,3,female,13.41875593210424,0,2,103.92,S,1
374,1,female,45.4721101655732,0,0,85.85,S,1
375,3,male,25.68617111730837,1,1,47.95,C,1
376,2,male,,1,0,40.04,Q,0
377,3,male,24.00971568440084,0,1,39.96,C,1
378,1,male,33.3961563578998,0,1,72.28,Q,1
379,3,male,,1,2,39.04,S,1
380,1,male,,0,0,46.46,S,1
381,3,male,31.809802300243252,2,0,57.58,S,1
382,3,male,,0,0,14.52,S,0
383,1,female,35.80063246760838,0,0,77.7,S,0
384,3,female,,3,0,80.2,S,0
385,3,female,35.727819096986295,0,1,76.63,S,0
386,1,female,,0,0,70.12,S,0
387,3,male,0.5,0,0,17.1,S,1
388,3,male,18.099150164487604,2,0,87.15,S,1
389,3,male,45.921064845998174,0,0,2.32,C,0
390,1,male,21.162180595916457,0,1,26.11,S,0
391,2,male,,0,0,50.72,C,1
392,3,male,24.38867506377943,1,3,83.67,S,1
393,1,male,11.904949515949202,1,1,34.61,C,0
394,1,male,47.39912612624093,0,1,0.0,C,1
395,1,female,28.81632397822974,0,2,35.96,S,0
396,3,female,41.28934930252944,2,0,69.45,S,0
397,3,female,40.91067902074407,0,2,76.4,S,0
398,3,female,38.12759929988406,0,0,85.38,S,0
399,3,male,60.89545611234391,0,3,41.43,S,1
400,1,male,22.81464311224278,1,2,2.6,S,0
401,3,male,21.75427467621757,1,3,32.51,S,0
402,3,female,26.9544545973392,0,0,63.35,S,0
403,3,female,23.92484412719258,0,0,106.69,C,0
404,1,female,36.108112777116986,2,1,70.9,Q,0
405,1,female,52.53403719585124,2,1,86.25,S,0
406,3,female,25.15230547769054,0,3,93.1,S,0
407,3,male,29.835765581100567,2,1,91.76,S,0
408,3,female,11.770912841484193,4,0,38.22,C,0
409,1,male,16.427193746865324,1,0,47.46,S,1
410,2,female,34.55440927972977,0,2,64.32,S,0
411,3,male,14.604412431140869,0,0,90.87,C,1
412,2,male,38.29293031684322,0,0,61.58,C,0
413,3,female,,1,0,0.0,S,0
414,3,female,24.934804672872573,3,0,25.94,S,0
415,3,female,12.165705306044647,0,2,88.24,C,0
416,3,male,,0,1,39.89,S,0
417,2,male,8.803406988825074,1,0,39.02,S,0
418,1,male,,1,0,61.18,S,1
419,2,male,,1,0,26.67,S,0
420,3,male,28.349123479701152,0,1,38.9,Q,1
421,3,male,13.72595723183612,0,0,77.01,S,1
422,3,female,43.00173663272196,1,1,85.49,S,0
423,3,male,31.00511357882535,0,2,52.11,Q,1
424,3,male,12.788410930158719,0,0,72.55,S,1
425,1,female,46.379515473972006,4,0,3.1,S,0
426,1,male,27.528051174613967,0,1,15.74,C,0
427,3,male,11.545511743483502,1,0,62.67,S,1
428,2,male,30.23808427318913,0,1,71.22,C,0
429,3,male,22.45343761095435,0,0,69.87,S,0
430,1,male,,0,0,112.35,S,1
431,3,male,4.280993247809938,0,3,15.01,S,1
432,2,male,33.15648185434766,0,0,1.7,S,0
433,3,female,,0,0,11.19,C,0
434,3,female,28.57812131893315,0,0,15.65,C,0
435,1,male,41.089481339747586,0,0,34.44,S,1
436,3,male,42.74891653766197,0,0,0.04,S,1
437,3,female,16.470238057518866,0,0,46.95,S,0
438,3,male,,0,0,49.81,C,1
439,2,female,37.457322203606694,1,0,64.69,S,0
440,1,female,34.11663348108797,0,0,51.25,C,0
441,1,male,45.015326469832246,1,0,118.42,S,0
442,2,male,0.5,0,1,79.56,S,1
443,3,male,24.099240062737408,0,0,30.17,S,1
444,2,male,38.18226161035012,0,0,106.8,C,1
445,3,male,,0,0,15.31,S,0
446,3,female,19.93461202223353,0,0,20.61,C,0
447,3,male,10.485728712258481,1,0,23.81,C,1
448,1,female,24.055441080124027,0,1,110.05,S,0
449,1,male,17.943034798604906,0,0,12.22,S,1
450,3,male,22.532015145646643,1,0,68.0,S,1
451,2,male,29.715634309335638,1,1,75.67,S,0
452,3,male,27.395470526535888,0,0,33.07,S,1
453,3,male,,0,2,49.32,S,1
454,1,male,43.40276573916586,1,0,56.94,S,0
455,3,female,20.426585567199243,1,1,25.11,Q,1
456,3,male,,0,0,68.16,C,0
457,3,male,15.296771894713794,1,0,74.39,C,1
458,3,female,9.194456977366471,1,0,112.93,S,0
459,2,male,34.25754488537152,3,1,57.21,S,0
460,3,male,17.490600611248524,1,1,0.0,S,1
461,3,male,,1,3,52.55,S,1
462,2,female,28.053438392304617,0,0,49.57,S,0
463,1,female,17.064682603518214,0,2,54.11,S,0
464,3,male,27.40103985707114,0,0,0.0,S,1
465,1,female,20.714332020297576,1,0,10.45,C,0
466,3,male,59.72387470908929,0,3,44.13,S,1
467,1,male,53.651156912849366,0,0,67.94,S,0
468,1,female,25.03408344360105,0,0,18.44,S,0
469,3,male,20.175027180277173,1,0,43.37,S,1
470,3,male,,0,0,30.74,C,1
471,2,male,,4,0,62.14,S,1
472,3,female,39.87536402136871,1,0,20.64,S,0
473,2,female,53.865477768756804,1,0,70.26,Q,0
474,3,female,,2,3,56.0,C,0
475,3,male,32.482210671180056,0,1,22.41,S,1
476,2,male,35.203379136603125,0,0,64.35,S,0
477,1,male,31.66753341021286,0,0,75.95,Q,1
478,3,male,0.5,0,0,9.56,S,1
479,3,female,,0,2,58.74,S,1
480,2,female,,1,2,61.69,Q,0
481,2,male,,1,2,92.08,Q,0
482,3,male,27.86798591834949,1,0,82.22,S,1
483,3,male,10.217525689587745,0,0,43.71,S,1
484,2,male,29.937157179081268,2,0,50.38,S,1
485,3,female,28.12322851717967,0,0,50.58,C,0
486,2,male,23.402970219931003,0,0,61.0,Q,1
487,1,female,51.45656496683084,0,1,20.8,S,0
488,3,male,25.093247462434412,0,0,91.39,C,1
489,1,male,32.547563434420354,1,1,62.82,C,1
490,3,male,20.530559690851092,0,1,99.8,Q,1
491,3,male,30.86471187038937,0,1,38.6,S,0
492,1,female,30.156770715583807,1,0,101.53,S,0
493,3,female,9.13177959496494,0,0,57.71,C,0
494,3,male,23.993208571384706,2,0,34.73,C,1
495,2,male,28.84612011756394,0,0,64.94,S,1
496,3,male,,1,2,59.37,S,1
497,1,male,,0,3,0.0,S,0
498,3,male,37.507413918150604,0,2,92.95,S,1
499,2,female,33.32436052025339,1,0,67.92,S,0
500,3,male,36.58708004554272,0,0,70.78,S,1
501,1,male,45.06224295706552,1,1,9.36,S,0
502,3,male,11.708074065401874,1,0,36.86,S,1
503,3,male,36.58848806249192,0,0,35.61,S,1
504,3,female,29.50110446335589,0,2,78.64,C,0
505,3,male,31.561196150044637,3,0,39.92,S,0
506,3,male,35.17540727477161,3,3,52.9,C,0
507,3,male,19.5541396593267,0,1,46.28,S,1
508,3,male,9.98081466902919,0,0,61.38,S,1
509,1,female,17.778804230384623,4,0,59.8,S,0
510,2,female,16.003352055625147,1,2,25.69,Q,0
511,2,male,24.075844002831765,0,3,0.0,Q,1
512,1,female,55.76721989075169,0,0,57.58,S,0
513,1,male,25.291425045680615,1,0,62.9,S,1
514,2,female,27.78410885477208,0,1,2.13,S,0
515,3,male,22.938054501801346,0,0,96.19,S,1
516,3,male,49.068691454399826,1,0,5.28,C,0
517,2,male,,0,0,59.57,C,0
518,2,male,16.2812262983879,0,0,29.99,C,1
519,3,male,25.24136358542559,1,0,57.49,C,1
520,3,female,36.43521452728651,0,0,89.15,S,0
521,3,male,23.06260481455871,0,0,22.24,C,1
522,3,male,,0,1,48.0,C,1
523,3,female,33.56777457158336,3,2,56.52,S,1
524,3,male,27.143263378101274,0,0,51.99,S,1
525,3,female,,1,1,86.06,C,1
526,2,female,26.588989438203853,0,0,43.31,Q,0
527,3,female,57.94115444380992,0,0,57.21,S,0
528,2,female,21.183314902733464,0,2,46.2,C,0
529,3,male,23.585393974026914,0,0,60.89,C,0
530,3,female,9.768673303255877,2,0,6.21,S,0
531,1,female,26.687009005714323,4,0,39.28,S,0
532,1,male,60.179846509610975,0,0,37.89,C,0
533,3,female,22.073681703891992,0,3,93.7,S,1
534,3,female,22.64518646818171,0,0,84.91,S,0
535,3,female,17.640679962098254,3,2,65.88,S,0
536,3,male,39.46180761534327,0,0,96.65,C,1
537,3,male,23.96295102678771,1,1,18.41,S,0
538,3,male,31.25068770355876,0,0,57.2,S,1
539,3,female,59.312873088615696,2,0,77.72,Q,0
540,1,male,52.04336157380361,0,0,62.71,S,0
541,3,female,33.90319098556367,2,0,14.59,S,0
542,2,female,14.227473727870846,0,0,37.18,S,0
543,3,male,,0,0,69.36,S,1
544,3,male,35.924981485834486,0,0,0.0,S,1
545,3,female,34.58597529294416,1,2,81.54,S,0
546,1,male,17.371519328029734,0,1,58.91,S,0
547,2,male,33.53570098320169,1,0,0.0,S,1
548,3,male,21.249456682590548,1,0,97.78,C,1
549,3,male,3.3912382645933157,0,2,65.16,C,1
550,3,male,46.64428168302609,0,0,69.43,S,0
551,1,male,27.813297639076183,1,1,43.26,Q,0
552,1,male,39.10925710140403,1,0,90.32,S,1
553,3,male,35.62534169355732,0,0,44.46,C,1
554,3,male,44.30637141031311,0,0,84.57,S,1
555,1,female,1.5152328080500546,1,2,0.0,S,0
556,3,male,0.5,0,0,34.48,S,1
557,3,male,13.008038635827788,0,0,20.11,S,1
558,3,female,44.47472779626404,1,0,49.8,C,0
559,2,female,24.090419923366618,0,1,83.34,Q,0
560,3,male,35.64949575378209,1,2,73.99,S,1
